query_protein,similar_protein,similarity
O08498,Q75Y35,0.93753344
O08498,Q9K578,0.9367807
O08498,P40943,0.935377
O08498,Q8Z2X8,0.9347227
O08498,P00807,0.9340676
O14521,Q99643,0.9519168
O14521,O43677,0.9181069
O14521,Q16595,0.90429604
O14521,P51788,0.9042331
O14521,O14561,0.9005823
O14521,P42126,0.8999733
O14521,Q9BQB6,0.8985871
O14521,O00142,0.8964913
O14521,Q07812,0.89601606
O14521,Q8N0U8,0.8952882
O14556,P22513,0.9578843
O14556,P14550,0.9383569
O14556,Q99707,0.93746924
O14556,P22102,0.9365147
O14556,P50213,0.9356873
O14556,P30838,0.9316642
O14556,P23378,0.9302021
O14556,Q9UJM8,0.9297368
O14556,P11498,0.9287791
O14556,P40394,0.92843807
O14561,P23434,0.9283189
O14561,Q16595,0.92361784
O14561,P20674,0.92085063
O14561,Q9GZU7,0.91903055
O14561,O43181,0.9101242
O14561,O43678,0.9089641
O14561,Q16740,0.9083311
O14561,P30793,0.90547615
O14561,P10606,0.9025696
O14561,Q16568,0.9017661
O14578,P11532,0.96831113
O14578,P46939,0.9633555
O14578,Q9P2K8,0.9598645
O14578,Q15111,0.9584815
O14578,Q9ULU8,0.9578616
O14578,O00750,0.9573662
O14578,Q86UW7,0.9563123
O14578,P42345,0.95598453
O14578,Q5KSL6,0.95441365
O14578,P53355,0.9522653
O14594,Q86T13,0.94140774
O14594,P07359,0.9400513
O14594,P32927,0.93952537
O14594,P49765,0.9378721
O14594,P19235,0.92865753
O14594,Q9H4M7,0.924368
O14594,Q9BZV3,0.91595054
O14594,Q96PD5,0.91502726
O14594,Q99466,0.9077233
O14594,Q32MK0,0.90706956
O14618,Q8IXJ6,0.9551296
O14618,P11172,0.9540833
O14618,Q9UHQ9,0.9538926
O14618,P35520,0.95219827
O14618,Q99829,0.9486023
O14618,P22314,0.947539
O14618,Q9Y285,0.9473279
O14618,P28340,0.9469087
O14618,Q9NZB8,0.9464467
O14618,Q9NPH2,0.94533974
O14649,Q9NPC2,0.9597427
O14649,P56696,0.9592903
O14649,P51788,0.95884305
O14649,P51787,0.95540696
O14649,O60840,0.9544052
O14649,Q92952,0.9536792
O14649,P22001,0.9487608
O14649,Q12809,0.9480182
O14649,O95622,0.9478655
O14649,Q00975,0.9477011
O14684,O76082,0.95235336
O14684,Q9H015,0.94900054
O14684,O60427,0.9404582
O14684,Q9H237,0.9357859
O14684,Q99643,0.9348818
O14684,O14735,0.9344318
O14684,O15427,0.9286549
O14684,O95864,0.9282252
O14684,Q9UHI7,0.92776966
O14684,Q9UP95,0.92751265
O14717,P29466,0.9503268
O14717,Q14790,0.9427035
O14717,Q7Z2Z2,0.9372384
O14717,Q8N543,0.93704516
O14717,Q9UIC8,0.93570167
O14717,Q9HB40,0.93327683
O14717,P29320,0.9330417
O14717,Q02153,0.9324625
O14717,Q8WU08,0.93194306
O14717,Q9UF33,0.92949957
O14727,Q5S007,0.98201865
O14727,Q59H18,0.97723436
O14727,P53355,0.9763924
O14727,O75762,0.97611403
O14727,O60733,0.9702449
O14727,Q9P2K8,0.96765554
O14727,P48736,0.96494806
O14727,Q8TD19,0.96102345
O14727,Q9Y233,0.9603541
O14727,O75747,0.9599905
O14730,P09884,0.97674716
O14730,Q9BRS2,0.9692534
O14730,Q8IWU9,0.96773744
O14730,Q8NEB9,0.96705294
O14730,Q15080,0.96689975
O14730,Q9BVS4,0.96534026
O14730,P23743,0.9647782
O14730,Q12874,0.96393716
O14730,P42898,0.96333075
O14730,P19878,0.96272767
O14732,Q9NYR8,0.9621729
O14732,Q96I15,0.9601688
O14732,Q8IVS2,0.9562795
O14732,Q9Y600,0.9536337
O14732,Q9HA77,0.9536239
O14732,Q96GA7,0.9533796
O14732,P46597,0.9531916
O14732,Q86WA6,0.95206785
O14732,Q9NZB8,0.95070887
O14732,P20132,0.9506717
O14733,P45985,0.9840027
O14733,P46734,0.96621716
O14733,Q05397,0.96416396
O14733,P36897,0.96083325
O14733,Q16513,0.96039987
O14733,P52564,0.9591963
O14733,Q02750,0.95914024
O14733,O14936,0.9590709
O14733,P53350,0.958372
O14733,O95259,0.9571755
O14735,Q96BI3,0.9356738
O14735,Q99735,0.9356104
O14735,O14684,0.9344318
O14735,P49281,0.9333147
O14735,O14880,0.9326811
O14735,Q9UHI5,0.9308941
O14735,P31639,0.92641115
O14735,Q05940,0.92415726
O14735,Q9NZ42,0.9229803
O14735,P13866,0.9221053
O14744,Q8NEB9,0.97904545
O14744,P23743,0.97712016
O14744,Q8IWU9,0.975625
O14744,P48506,0.97497076
O14744,P56282,0.97353923
O14744,Q13393,0.9730253
O14744,P49356,0.9717157
O14744,Q9HD40,0.9714464
O14744,P42898,0.9707085
O14744,P14735,0.96963644
O14746,O95382,0.96386796
O14746,P29597,0.95687306
O14746,Q8N159,0.9542823
O14746,P29474,0.9542209
O14746,P52333,0.95348877
O14746,O00255,0.95311236
O14746,P52824,0.951751
O14746,Q04912,0.95053184
O14746,P29590,0.94997394
O14746,P54098,0.9499215
O14757,Q06187,0.97267556
O14757,Q02153,0.9693539
O14757,Q14680,0.9677535
O14757,Q14289,0.96562266
O14757,P42680,0.96540624
O14757,P23743,0.96516204
O14757,P29074,0.9633886
O14757,O14936,0.962907
O14757,Q9UK32,0.96276647
O14757,P49619,0.962318
O14763,P19438,0.97716534
O14763,Q6UX15,0.965204
O14763,Q9Y6Q6,0.9586367
O14763,Q8TF76,0.9578563
O14763,O00255,0.9561235
O14763,P09619,0.95048594
O14763,Q9Y2I1,0.94696605
O14763,P26951,0.9461181
O14763,P35916,0.94527817
O14763,Q5KSL6,0.94313216
O14764,O00591,0.9722103
O14764,Q16478,0.9621521
O14764,A8MPY1,0.96051514
O14764,Q16099,0.958283
O14764,Q6PIU1,0.95796853
O14764,Q05586,0.9576856
O14764,P78334,0.957614
O14764,Q13255,0.9568538
O14764,P48167,0.9563978
O14764,O60266,0.95476043
O14788,Q6QNK2,0.9704335
O14788,P51170,0.9691964
O14788,O00750,0.96893424
O14788,P50747,0.9676168
O14788,P01375,0.9670651
O14788,P13612,0.96680546
O14788,P51168,0.96458894
O14788,P08581,0.96389806
O14788,Q9Y2I7,0.9629361
O14788,Q9P2K8,0.9625304
O14791,Q96P20,0.9145983
O14791,P22749,0.91339046
O14791,O14920,0.9040457
O14791,P08700,0.90285474
O14791,P31785,0.90283835
O14791,Q6P3R8,0.89887977
O14791,Q9NP99,0.8980524
O14791,O15111,0.8973622
O14791,O60858,0.8949497
O14791,Q9Y616,0.8944384
O14792,Q16769,0.95824426
O14792,P15169,0.9511359
O14792,Q9ULX7,0.948915
O14792,P08842,0.9485312
O14792,Q16478,0.9467008
O14792,P04062,0.9466638
O14792,P10253,0.94647
O14792,P08709,0.94586885
O14792,Q16099,0.94573104
O14792,Q02809,0.9456126
O14818,P25786,0.9507562
O14818,P25787,0.9493842
O14818,P26639,0.94713193
O14818,P55072,0.9464858
O14818,Q06609,0.94641995
O14818,P13639,0.9450122
O14818,Q9Y230,0.9430995
O14818,P17980,0.9423243
O14818,P28066,0.938154
O14818,P00338,0.93777895
O14832,Q9UDX3,0.9560687
O14832,Q9NWT6,0.9549515
O14832,O76054,0.9546763
O14832,P49915,0.9531983
O14832,Q9UDX4,0.95292854
O14832,P14920,0.95197606
O14832,Q93088,0.95162976
O14832,Q8N543,0.95038724
O14832,P52788,0.9495154
O14832,P53609,0.9493239
O14841,P24298,0.9643662
O14841,P48728,0.95436215
O14841,P43353,0.95152414
O14841,P22570,0.9484843
O14841,P51570,0.9449738
O14841,P27708,0.9438895
O14841,P26640,0.94302124
O14841,Q9Y285,0.94297004
O14841,Q15102,0.9427362
O14841,P10696,0.94208974
O14842,Q96G91,0.96273494
O14842,Q8TDU6,0.9611708
O14842,O95665,0.9456269
O14842,Q9NPC1,0.94134283
O14842,P43119,0.9391296
O14842,P50406,0.93496805
O14842,Q16570,0.9302156
O14842,P21731,0.9298473
O14842,O95977,0.9270813
O14842,Q9H228,0.9234383
O14874,Q7L5N7,0.9607664
O14874,P54886,0.9604864
O14874,P23786,0.95946395
O14874,Q8NI60,0.9589571
O14874,P78508,0.95880127
O14874,Q9UJS0,0.9578185
O14874,Q9HD40,0.95773405
O14874,O75746,0.95742637
O14874,P37268,0.95700896
O14874,Q99712,0.95699394
O14880,Q99735,0.9575989
O14880,O14735,0.9326811
O14880,P21695,0.93167424
O14880,Q6UWP2,0.92904365
O14880,P10620,0.9281465
O14880,Q99643,0.92762756
O14880,Q9NZ42,0.9255744
O14880,Q9Y2Q3,0.92368346
O14880,P07864,0.92300564
O14880,P13866,0.9228745
O14920,O15111,0.99371016
O14920,Q9Y616,0.9787489
O14920,Q9P2K8,0.9763366
O14920,Q13535,0.9744524
O14920,Q9Y2I1,0.97304475
O14920,P35228,0.97264326
O14920,O75747,0.9707172
O14920,Q13075,0.97015405
O14920,Q5S007,0.9699209
O14920,Q9UHD2,0.9674958
O14936,Q9Y6T7,0.974385
O14936,P53350,0.97093564
O14936,P49902,0.96996826
O14936,Q02156,0.9694786
O14936,P49619,0.96877074
O14936,Q16513,0.9684615
O14936,Q9BUB5,0.9678668
O14936,P78356,0.9673418
O14936,Q05397,0.96723706
O14936,O15075,0.96710765
O14939,O60568,0.97603714
O14939,P51178,0.9736686
O14939,P49356,0.966822
O14939,Q02809,0.9666921
O14939,P49619,0.96419877
O14939,O95363,0.96376777
O14939,O94925,0.9630854
O14939,Q9UI32,0.9623413
O14939,P51575,0.9614998
O14939,Q92523,0.9612242
O14949,P13073,0.93533516
O14949,O43676,0.93500507
O14949,P14927,0.93014205
O14949,O95168,0.9269444
O14949,P56556,0.9231788
O14949,Q9P0J0,0.9218463
O14949,P51970,0.92005134
O14949,O15239,0.91958493
O14949,P09669,0.9168675
O14949,O15270,0.9143957
O14957,P24310,0.927921
O14957,P15954,0.92728966
O14957,Q9NRX3,0.9188503
O14957,P09669,0.91404724
O14957,O75964,0.91373926
O14957,O43676,0.9115901
O14957,O95178,0.9088653
O14957,O14949,0.9087536
O14957,O15239,0.90512955
O14957,P13073,0.9033673
O14958,P31415,0.98274213
O14958,Q8IZS8,0.91119784
O14958,Q8N543,0.9058974
O14958,P54289,0.9028582
O14958,P54317,0.9003314
O14958,P48058,0.89973676
O14958,Q9Y5X9,0.89805365
O14958,Q7Z3S7,0.8970795
O14958,P02786,0.89664555
O14958,O95477,0.89643747
O14964,Q9HCD5,0.94803596
O14964,O60885,0.936648
O14964,P42768,0.9341744
O14964,Q92793,0.9328299
O14964,O15350,0.9320248
O14964,P55196,0.9298894
O14964,Q04206,0.9298097
O14964,Q15637,0.92638785
O14964,P15336,0.9222306
O14964,P17600,0.9204622
O14965,Q96GD4,0.94925
O14965,Q99661,0.929893
O14965,P51003,0.91521466
O14965,Q9NS40,0.91351974
O14965,P48169,0.9099791
O14965,P54278,0.90432584
O14965,P13196,0.9018308
O14965,P22557,0.90174794
O14965,P20248,0.9004267
O14965,P49916,0.8997134
O14976,O75385,0.9594166
O14976,O43526,0.95309067
O14976,Q16760,0.9484371
O14976,Q8N5S9,0.94628155
O14976,P11274,0.9459709
O14976,Q13574,0.9453732
O14976,Q8WWL2,0.9449748
O14976,Q9Y2H9,0.94454646
O14976,O75912,0.9438379
O14976,Q8IYT8,0.9431416
O14980,Q9Y678,0.96124065
O14980,Q9HBG4,0.9608327
O14980,Q8NEB9,0.95989335
O14980,P51692,0.95871466
O14980,P56282,0.95643497
O14980,Q14573,0.9557811
O14980,P27986,0.9543351
O14980,O95477,0.9535899
O14980,Q08462,0.95261693
O14980,P04035,0.9522227
O14983,P16615,0.9940117
O14983,P05023,0.98104626
O14983,P50993,0.97907627
O14983,P13637,0.97867787
O14983,Q13733,0.96923435
O14983,P20020,0.958398
O14983,P14618,0.9565817
O14983,Q16720,0.95260394
O14983,Q01814,0.95138896
O14983,P21281,0.9489653
O15067,P27708,0.9668276
O15067,Q9ULA0,0.95747423
O15067,Q16822,0.9567282
O15067,Q9NPH2,0.95670474
O15067,Q03154,0.9556302
O15067,Q96EM0,0.9540235
O15067,O95954,0.9524607
O15067,P22570,0.95192325
O15067,O14939,0.9513316
O15067,Q99829,0.95086133
O15075,Q8N568,0.9875646
O15075,Q16513,0.9725549
O15075,O14936,0.96710765
O15075,Q05397,0.96699464
O15075,Q92993,0.96614015
O15075,Q15139,0.96446097
O15075,Q9UBF8,0.96412104
O15075,Q9Y6T7,0.9631271
O15075,P27986,0.95758057
O15075,O14733,0.95616215
O15111,O14920,0.99371016
O15111,Q9Y616,0.9850775
O15111,Q13535,0.98184586
O15111,O75747,0.97969365
O15111,Q5S007,0.97866464
O15111,Q9P2K8,0.9774347
O15111,Q9UHD2,0.977293
O15111,Q13075,0.97727036
O15111,Q96PN6,0.97581935
O15111,Q13315,0.97523093
O15143,Q01581,0.9560868
O15143,P16435,0.9545351
O15143,P53396,0.95130634
O15143,Q9HBK9,0.9508722
O15143,O14744,0.9480566
O15143,O60551,0.9471344
O15143,P46459,0.94691694
O15143,Q9NUV7,0.9458416
O15143,P56282,0.94554275
O15143,Q16134,0.9453528
O15144,P13693,0.9826149
O15144,P0A094,0.9800308
O15144,Q4R2T2,0.97957015
O15144,O34453,0.97862494
O15144,Q8NEY4,0.97832173
O15144,O15145,0.977914
O15144,Q86YB8,0.97591066
O15144,P59998,0.9741552
O15144,Q46393,0.97366405
O15144,B7JA91,0.9721482
O15145,Q86V67,0.98431027
O15145,Q86YB8,0.9827125
O15145,Q8NEY4,0.97932464
O15145,O15144,0.977914
O15145,P59998,0.975875
O15145,P13693,0.97191334
O15145,P21283,0.9715315
O15145,P80529,0.97123516
O15145,P0A094,0.97007155
O15145,P56381,0.96785337
O15146,Q02763,0.983081
O15146,P10721,0.976938
O15146,P16234,0.97607446
O15146,Q59EB3,0.97385323
O15146,P08581,0.9729874
O15146,Q05586,0.9706638
O15146,P17948,0.9702939
O15146,O75899,0.96994424
O15146,P37173,0.9695129
O15146,Q13255,0.96945965
O15169,P80192,0.9642577
O15169,Q9UQF2,0.9544662
O15169,P42684,0.95413005
O15169,P30305,0.954034
O15169,Q12852,0.9533749
O15169,O43283,0.9501293
O15169,P00519,0.94841623
O15169,Q92830,0.946947
O15169,P11274,0.9464669
O15169,P04637,0.9448655
O15197,P21709,0.9862641
O15197,Q08345,0.9772742
O15197,Q9ULZ9,0.9726764
O15197,P14616,0.97226536
O15197,P04629,0.972113
O15197,Q9NPA2,0.97112834
O15197,O75173,0.9695564
O15197,Q9H4B4,0.96790576
O15197,Q9NRA0,0.967152
O15197,P04626,0.96583366
O15217,Q7RTV2,0.95324606
O15217,P09210,0.9505807
O15217,Q9HB55,0.936659
O15217,P08263,0.9341773
O15217,P78417,0.92915106
O15217,O60656,0.9227285
O15217,P40261,0.92257464
O15217,Q9HB40,0.9225498
O15217,Q9H4Y5,0.9222151
O15217,P22309,0.92118657
O15239,Q9P0J0,0.94630134
O15239,P09669,0.9267904
O15239,O75438,0.92413735
O15239,O14949,0.91958493
O15239,O15270,0.9176574
O15239,O75380,0.9154134
O15239,Q9NRX3,0.91437626
O15239,P24310,0.9131235
O15239,O95167,0.91269684
O15239,P56556,0.9106935
O15264,P53778,0.97066706
O15264,Q96BR1,0.95744294
O15264,P45984,0.95658225
O15264,P42685,0.95560265
O15264,O14936,0.95513034
O15264,P41240,0.9545919
O15264,Q9UDX3,0.9535108
O15264,P20648,0.95328796
O15264,O14757,0.9527788
O15264,Q9UDX4,0.9526531
O15269,P17735,0.9677824
O15269,Q8TBC4,0.9676219
O15269,P22830,0.9675768
O15269,P11413,0.9667429
O15269,Q9UDX3,0.9664694
O15269,P27338,0.9664335
O15269,Q9HD40,0.96612763
O15269,Q16555,0.9657714
O15269,Q9UDX4,0.9655899
O15269,P46459,0.96514916
O15270,Q9NUV7,0.9947481
O15270,P53396,0.97104007
O15270,Q16134,0.9668939
O15270,O15379,0.9666399
O15270,P11498,0.96537834
O15270,P23368,0.96490026
O15270,P80404,0.9644056
O15270,P48163,0.9643808
O15270,P47989,0.9636699
O15270,P17812,0.9626192
O15304,Q8WWL2,0.9460479
O15304,P23677,0.94105065
O15304,Q96FI4,0.92430246
O15304,Q9UQQ2,0.9218323
O15304,Q9BXJ7,0.917596
O15304,P52824,0.91517067
O15304,Q16584,0.9147517
O15304,P17936,0.91247696
O15304,P30305,0.9107146
O15304,P04626,0.90977633
O15342,Q8NHE4,0.98636246
O15342,Q9NZ42,0.933624
O15342,Q99808,0.9314679
O15342,Q14973,0.9273524
O15342,Q8WW43,0.9268764
O15342,Q05940,0.9263997
O15342,Q96BI3,0.9259746
O15342,P49281,0.9259602
O15342,Q93050,0.9254834
O15342,Q5BJF2,0.9239715
O15350,Q9UKI8,0.9512748
O15350,O95835,0.9493217
O15350,P35869,0.94025016
O15350,Q04206,0.9392167
O15350,Q92830,0.9384786
O15350,O43283,0.9381188
O15350,Q9NSY1,0.936364
O15350,P19838,0.9362898
O15350,P04637,0.9362256
O15350,Q86UE8,0.9360521
O15374,O15403,0.9539815
O15374,Q9UBY5,0.95284593
O15374,P36021,0.9483501
O15374,P43088,0.9444346
O15374,P21453,0.9432348
O15374,Q16602,0.94271517
O15374,Q92633,0.9395426
O15374,O60706,0.9386755
O15374,P53985,0.9385509
O15374,O60669,0.9383574
O15375,P34972,0.9600246
O15375,P36021,0.95984614
O15375,P46663,0.95784867
O15375,Q13258,0.9569528
O15375,Q13304,0.9551451
O15375,O95255,0.9529731
O15375,P43115,0.9529237
O15375,Q8TDV5,0.9520787
O15375,Q96NT5,0.94953275
O15375,O95136,0.94791484
O15379,Q92769,0.97140414
O15379,P23368,0.9693042
O15379,P48163,0.9687468
O15379,O15270,0.9666399
O15379,Q13547,0.965191
O15379,Q9NUV7,0.9651232
O15379,P07384,0.96316874
O15379,P06737,0.9605286
O15379,P11216,0.9598851
O15379,P48147,0.9598772
O15382,O95363,0.9720785
O15382,Q9ULA0,0.9700763
O15382,P11172,0.96565044
O15382,Q86WA6,0.9644582
O15382,Q16831,0.964381
O15382,Q6IA69,0.9640702
O15382,Q9UI32,0.96289647
O15382,P47989,0.9625261
O15382,O43837,0.9614705
O15382,Q8TD30,0.9609795
O15392,P49589,0.9467826
O15392,P06732,0.9449861
O15392,P17655,0.9376886
O15392,P22314,0.9364505
O15392,P53041,0.9361773
O15392,Q16877,0.9338035
O15392,P16118,0.93346596
O15392,P20020,0.933177
O15392,P49642,0.93269444
O15392,Q16720,0.932333
O15393,Q9Y5Y6,0.96841776
O15393,Q14520,0.96726847
O15393,P17301,0.96512043
O15393,P00749,0.964555
O15393,P00736,0.9636816
O15393,P03952,0.9625113
O15393,Q9UKQ2,0.9611525
O15393,P10721,0.96015835
O15393,Q02763,0.9601079
O15393,P51512,0.95772606
O15399,O60391,0.96027386
O15399,Q14957,0.9574941
O15399,Q02846,0.946985
O15399,Q9ULZ9,0.9421176
O15399,Q9UHC3,0.94031346
O15399,Q9NRA0,0.93966866
O15399,Q02779,0.93730974
O15399,Q96KS0,0.9370559
O15399,Q16584,0.93561757
O15399,Q9UK23,0.9341005
O15403,Q7Z2H8,0.9550542
O15403,O15374,0.9539815
O15403,Q9NPD5,0.9533413
O15403,Q9Y6L6,0.95325625
O15403,P23945,0.9522836
O15403,P11168,0.95173454
O15403,P53985,0.95131665
O15403,P31645,0.9507935
O15403,Q16348,0.95034695
O15403,Q14973,0.94958353
O15427,O60669,0.9690078
O15427,P54219,0.9578289
O15427,Q99808,0.95432454
O15427,P53985,0.9540518
O15427,Q9H237,0.95070744
O15427,P31639,0.9489935
O15427,O76082,0.94840455
O15427,Q9H015,0.9473206
O15427,Q14973,0.9458425
O15427,Q05940,0.9453292
O15439,P33527,0.98644733
O15439,Q92887,0.97271264
O15439,Q9Y2Q0,0.9672003
O15439,Q2M3G0,0.96323323
O15439,P21439,0.9624036
O15439,P45844,0.9608702
O15439,O75185,0.9608208
O15439,O00222,0.96019644
O15439,Q08462,0.95952046
O15439,O15440,0.9594673
O15440,O60706,0.9833634
O15440,Q09428,0.9831079
O15440,Q92887,0.97538304
O15440,P37059,0.96515036
O15440,P04798,0.96215975
O15440,O15439,0.9594673
O15440,P05177,0.9589287
O15440,Q13003,0.9581186
O15440,P05093,0.9577347
O15440,O00408,0.95707947
O15460,P13674,0.98347676
O15460,P07384,0.96989524
O15460,Q9UI32,0.965832
O15460,P17655,0.9628158
O15460,Q9HBG4,0.9622925
O15460,O94925,0.9611124
O15460,Q16515,0.96049047
O15460,P50416,0.9604287
O15460,P27338,0.96006083
O15460,Q14833,0.9596353
O15496,Q9UNK4,0.95701385
O15496,P01137,0.9497739
O15496,P04070,0.9490118
O15496,Q9NZK7,0.948178
O15496,P17405,0.94811165
O15496,P08709,0.9439404
O15496,Q9UBL9,0.94241756
O15496,O75173,0.9422642
O15496,Q9Y5R2,0.94172615
O15496,P08514,0.9408396
O15511,P30049,0.9361462
O15511,P39748,0.93491244
O15511,Q9Y230,0.93208313
O15511,P13639,0.9318521
O15511,O43681,0.92903626
O15511,Q86SZ2,0.9284567
O15511,P12081,0.9264473
O15511,O15392,0.92607117
O15511,P00338,0.9237358
O15511,P20472,0.92350996
O15528,P19099,0.9681331
O15528,P15538,0.9678607
O15528,P80365,0.9639154
O15528,Q9Y6A2,0.95578665
O15528,P08686,0.9556998
O15528,Q02846,0.9551878
O15528,Q16647,0.95454973
O15528,Q6V0L0,0.95125645
O15528,Q5JTZ9,0.9488299
O15528,O95255,0.9468221
O15530,Q14289,0.97148967
O15530,Q96NX5,0.9657358
O15530,Q13163,0.9656811
O15530,P53667,0.96355677
O15530,O14757,0.96225774
O15530,O00408,0.96052164
O15530,P25098,0.9601413
O15530,P10398,0.9593402
O15530,Q02153,0.9571224
O15530,Q9UEE5,0.95680237
O15540,P15090,0.96829647
O15540,Q01469,0.95793015
O15540,P29762,0.94300425
O15540,P09455,0.9351884
O15540,P11766,0.9232382
O15540,P02689,0.92205584
O15540,O60218,0.916026
O15540,P40925,0.9141884
O15540,P15531,0.91309065
O15540,P54652,0.9129494
O15547,Q9UBL9,0.95985264
O15547,Q9BZ11,0.95446503
O15547,P29376,0.949962
O15547,P52961,0.9457807
O15547,P04626,0.94574803
O15547,Q08345,0.9429216
O15547,Q9UHC3,0.9424889
O15547,P16442,0.94147056
O15547,Q93086,0.9403047
O15547,Q9NPA2,0.9395993
O15552,Q86VZ1,0.96110684
O15552,P46663,0.9536345
O15552,P25116,0.9525417
O15552,Q9Y2T6,0.94983387
O15552,P43220,0.9494444
O15552,Q13304,0.945696
O15552,P35414,0.94476974
O15552,Q9HC97,0.9428772
O15552,P25024,0.94240636
O15552,P30411,0.94233936
O15554,Q8NFM4,0.97258294
O15554,O75908,0.9687538
O15554,Q8TD43,0.9658145
O15554,Q08828,0.965441
O15554,Q13488,0.9628853
O15554,O95255,0.9584131
O15554,Q9UIX4,0.9551476
O15554,Q8TDN1,0.9550872
O15554,O43306,0.9545927
O15554,Q13258,0.9505836
O15923,Q9C0B1,0.96992606
O15923,P78527,0.95816356
O15923,P48736,0.9566432
O15923,P22869,0.956591
O15923,P29475,0.9563867
O15923,Q13535,0.9560194
O15923,Q15750,0.9542761
O15923,A2QLK4,0.95280015
O15923,Q13315,0.9526961
O15923,P35228,0.9520991
O24990,Q6GI75,0.97195375
O24990,P0A8M5,0.9525014
O24990,P0A789,0.95138174
O24990,P0C0F4,0.9509598
O24990,P00966,0.94895065
O24990,Q820T1,0.94728476
O24990,Q99707,0.94702595
O24990,P26397,0.94674724
O24990,Q16698,0.94654465
O24990,P45066,0.9463824
O25096,Q9PM68,0.95401675
O25096,Q9ZLT0,0.94546974
O25096,P56122,0.9390843
O25096,O25926,0.9293221
O25096,O25323,0.9287034
O25096,P43876,0.92385614
O25096,P45314,0.90888447
O25096,P0C0F4,0.8997394
O25096,O24990,0.89796233
O25096,P45563,0.89615667
O25323,O25096,0.9287034
O25323,Q9PM68,0.92405915
O25323,Q9ZLT0,0.9091147
O25323,P56122,0.8931593
O25323,O25608,0.8380634
O25323,O25926,0.8313966
O25323,Q0P8G4,0.8262619
O25323,Q9X0D0,0.82485974
O25323,Q7BK04,0.8236326
O25323,Q9WXV1,0.8191624
O25608,Q9RC23,0.9465658
O25608,Q7BK04,0.9457286
O25608,P0A112,0.94554126
O25608,Q57VC7,0.94355816
O25608,P53004,0.9410605
O25608,Q9XB61,0.9371184
O25608,P09142,0.9349466
O25608,Q51948,0.93491673
O25608,A9JQL9,0.933164
O25608,P53848,0.93305874
O25926,Q672W7,0.94383216
O25926,A0A0H3JRU9,0.94381225
O25926,P0C0F4,0.9398543
O25926,Q56313,0.9393876
O25926,O24990,0.9391962
O25926,Q59192,0.93871117
O25926,Q48255,0.9371189
O25926,Q59961,0.93700594
O25926,P65389,0.9296367
O25926,O25096,0.9293221
O25927,Q9X1H9,0.9441569
O25927,O67648,0.939322
O25927,Q9WXS0,0.93599755
O25927,Q9X0L5,0.9353218
O25927,P07464,0.9349804
O25927,Q9WZC2,0.93353295
O25927,Q9WZI0,0.9323469
O25927,P38516,0.9321641
O25927,P0A078,0.9321414
O25927,P0A079,0.9321414
O31156,O32248,0.96651983
O31156,O07015,0.96621925
O31156,P54548,0.96589935
O31156,Q06174,0.96456206
O31156,P83812,0.9619724
O31156,P39594,0.96165967
O31156,P37551,0.96125174
O31156,P32397,0.96023965
O31156,Q816R0,0.9600303
O31156,P50740,0.9595584
O31168,P71278,0.9487957
O31168,Q53586,0.945133
O31168,Q47PU3,0.94377506
O31168,P63462,0.9423938
O31168,P38038,0.9381503
O31168,P9WNH5,0.9377953
O31168,P04964,0.9373628
O31168,P9WGR1,0.93638015
O31168,Q9RYU4,0.9343194
O31168,P9WKK7,0.9334699
O31410,Q8NX78,0.9787823
O31410,P68826,0.97790754
O31410,Q819K2,0.9754465
O31410,Q82ZJ0,0.96772885
O31410,P68771,0.9539987
O31410,Q9XBQ3,0.9533187
O31410,O87696,0.9527004
O31410,P0A6I3,0.94903755
O31410,Q8DP79,0.9479666
O31410,P07014,0.9468595
O31440,P14779,0.9598259
O31440,P31677,0.95631206
O31440,Q6FEW8,0.95614815
O31440,P0A6W9,0.95435596
O31440,P00864,0.95427513
O31440,Q9ZEU2,0.9530714
O31440,P40859,0.9529432
O31440,O07015,0.95225704
O31440,P48637,0.9516376
O31440,P0A6I3,0.95076144
O31465,O31616,0.96506995
O31465,P40859,0.9588121
O31465,P38940,0.9579114
O31465,O07015,0.95447767
O31465,O34450,0.95317376
O31465,O31156,0.95186317
O31465,Q8VVD2,0.94907343
O31465,O31440,0.94759524
O31465,P83812,0.9475291
O31465,Q47764,0.9472153
O31616,O31465,0.96506995
O31616,P25053,0.959621
O31616,P40859,0.9589733
O31616,O34450,0.9561753
O31616,O07015,0.9481627
O31616,P53554,0.94314605
O31616,P25052,0.9396434
O31616,O31156,0.9392371
O31616,P77398,0.93909156
O31616,P39135,0.93793035
O32248,O31156,0.96651983
O32248,P54548,0.9580527
O32248,P56740,0.9525533
O32248,O34450,0.95186186
O32248,Q5HEB7,0.9513576
O32248,P83812,0.9502629
O32248,Q9KVB4,0.94756746
O32248,P19080,0.94754183
O32248,Q816R0,0.9470908
O32248,P19938,0.9468148
O32393,P94182,0.9668092
O32393,P0A9J8,0.9419352
O32393,P16640,0.93875676
O32393,P83689,0.93555903
O32393,Q6FEW8,0.93252325
O32393,P52687,0.9259751
O32393,P03023,0.9252543
O32393,Q55813,0.92510605
O32393,P53554,0.924852
O32393,P0A8V6,0.92433035
O32449,P15034,0.9752995
O32449,P10902,0.9670903
O32449,Q83LD8,0.9664942
O32449,P42593,0.96478176
O32449,Q47PU3,0.96390784
O32449,Q51990,0.96380854
O32449,P20586,0.9627303
O32449,P04825,0.9624994
