drug,smiles,name
DB15777,[H][C@@]12C[C@@H](C)[C@H](C(=O)COC(=O)C(C)(C)C)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,Fluocortolone pivalate
DB13115,CCO[C@@H](CC1=CC=C(OCCN2C(C)=CC=C2C2=CC=C(SC)C=C2)C=C1)C(O)=O,Saroglitazar
DB14446, ,Influenza A virus A/South Dakota/6/2007 (H1N1) live (attenuated) antigen
DB15776, ,Anise oil
DB03790,CS(=O)(=O)CC[C@H](N)C(O)=O,L-methionine sulfone
DB03791,OC(=O)CC1=CC=CC(OCCCN(CC(C2=CC=CC=C2)C2=CC=CC=C2)CC2=CC=CC(=C2Cl)C(F)(F)F)=C1,GW-3965
DB13118,CCN(C(=O)C1=C(O)C2=C(CC)C=CC=C2N(C)C1=O)C1=CC=CC=C1,Paquinimod
DB14449, ,Influenza A virus A/Perth/16/2009 (H3N2) live (attenuated) antigen
DB03792,NC1=CNC(=O)NC1=O,5-Aminouracil
DB13119,CN1C(=O)C(C(=O)NCCO)=C(O)C2=NC=C(CC3=CC=C(F)C=C3)C=C12,GSK-364735
DB01130,[H][C@@]12CC[C@](OC(=O)OCC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Prednicarbate
DB02461,N[C@@H](CSCP(O)(O)=O)C(O)=O,S-Methyl Phosphocysteine
DB02460,[H][C@]12N=C(\C(C)=C3/N=C(/C=C4\N=C(\C(\C)=C5/N[C@]1(C)[C@@](C)(CC(O)=O)[C@@H]5CCC(O)=O)[C@@](C)(CC(O)=O)[C@@H]4CCC(O)=O)C(C)(C)[C@@H]3CCC(O)=O)[C@](C)(CCC(O)=O)[C@H]2CC(O)=O,Hydrogenobyrinic acid
DB01134,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(=O)COC(=O)C(C)(C)C,Desoxycorticosterone pivalate
DB02465,[H]\C(CCCCC)=C(/[H])C\C([H])=C(\[H])C\C([H])=C(\[H])C\C([H])=C(\[H])CCCC[P@](F)(=O)OC,Methoxy arachidonyl fluorophosphonate
DB03797,[H][C@]1(COP([O-])(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])([N+]3=CC=CC(CN)=C3)[C@]([H])(O)[C@]2([H])O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,3-Aminomethyl-Pyridinium-Adenine-Dinucleotide
DB01133,OP(O)(=O)C(SC1=CC=C(Cl)C=C1)P(O)(O)=O,Tiludronic acid
DB02464,NCC1=CC=CC=C1,Benzylamine
DB03798,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1,2'-Deoxycytidine-5'-Monophosphate
DB01132,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,Pioglitazone
DB02463,NC(=[NH2+])C1=CC2=C(NC(=C2)C2=CC=CC=C2O)C=C1,2-(2-Hydroxy-Phenyl)-1h-Indole-5-Carboxamidine
DB03799,N[C@@H](CCSC(F)(F)F)C(O)=O,Trifluoromethionine
DB01131,CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C=C1,Proguanil
DB02462,CN(C)CCCOC1=CC(=O)SC2=CC=CC=C12,Thiocoumarin
DB01138,O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(N1C1=CC=CC=C1)C1=CC=CC=C1,Sulfinpyrazone
DB02469,[H][C@]1(C)O[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])N,"4,6-dideoxy-4-amino-beta-D-glucopyranoside"
DB03793,OC(=O)C1=CC=CC=C1,Benzoic acid
DB01137,C[C@H]1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1,Levofloxacin
DB02468,CC1C(C=C)C2=CC3=C(C)C(CCC(O)=O)=C4C=C5N6C(=CC7=C(C)C(C=C)=C8N7[Fe++]6(N34)N2C1=C8C1=CC=CC=C1)C(C)=C5CCC(O)=O,12-Phenylheme
DB03794,[H][C@](N)(C(O)=O)C(F)(F)F,Trifluoroalanine
DB01136,COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2,Carvedilol
DB02467,[H]C([H])([H])[S@](=O)C([H])([H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],L-methionine (S)-S-oxide
DB03795,CC(C)(CO)C(=O)C(O)=O,2-Dehydropantoate
DB01135,COC1=CC(CC2C3=C(OC)C(OC)=C(OC)C=C3CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCC3=CC(OC)=C(OC)C(OC)=C3C2CC2=CC(OC)=C(OC)C(OC)=C2)=CC(OC)=C1OC,Doxacurium
DB02466,CC1(C)CCC(C)(C)C2=CC(=CC=C12)C(=O)\C=C\C1=CC=C(C=C1)C(O)=O,BMS-181156
DB03796,CCCCCCCCCCCCCCCC(O)=O,Palmitic Acid
DB01139,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CSC1=CC=NC=C1)C(O)=O,Cefapirin
DB15771, ,AUNP-12
DB14440, ,Influenza A virus A/Singapore/GP1908/2015 IVR-180A (H1N1) hemagglutinin antigen (propiolactone inactivated)
DB15770, ,Cosibelimab
DB15702, ,Influenza B virus B/Washington/02/2019 recombinant hemagglutinin antigen
DB15701, ,Influenza A virus A/Minnesota/41/2019 (H3N2) recombinant hemagglutinin antigen
DB15700, ,Influenza A virus A/Hawaii/70/2019 (H1N1) recombinant hemagglutinin antigen
DB15706, ,Influenza B virus B/Victoria/705/2018 BVR-11 antigen (formaldehyde inactivated)
DB15705, ,Influenza A virus A/Victoria/2454/2019 IVR-207 (H1N1) antigen (formaldehyde inactivated)
DB15704, ,Influenza A virus A/Hong Kong/2671/2019 IVR-208 (H3N2) antigen (formaldehyde inactivated)
DB15703, ,Influenza A virus A/Guangdong-Maonan/SWL1536/2019 CNIC-1909 (H1N1) antigen (formaldehyde inactivated)
DB15709, ,"Influenza B virus B/Darwin/7/2019 antigen (MDCK cell derived, propiolactone inactivated)"
DB15708, ,"Influenza A virus A/Delaware/39/2019 (H3N2) antigen (MDCK cell derived, propiolactone inactivated)"
DB15707, ,"Influenza A virus A/Nebraska/14/2019 (H1N1) antigen (MDCK cell derived, propiolactone inactivated)"
DB03720,C\C=C(/N)C(O)=O,"alpha,beta-Dehydroaminobutyric acid"
DB03721,[H][C@]1(O[C@](O)(C[C@H](O)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO,N-acetyl-alpha-neuraminic acid
DB03722,CC1=CC=CC2=C1CCNC2=O,"3,4-Dihydro-5-Methyl-Isoquinolinone"
DB03723,C[C@@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H](C[C@@H]2O)N2C=C(C)C(=O)NC2=O)[C@H](O)[C@H](O)[C@H]1O,2'-Deoxy-Thymidine-Beta-L-Rhamnose
DB03728,OC(=O)C1=CC=C(Cl)C=C1,p-Chlorobenzoic acid
DB03729,NC1=NC2=C(N1)C=C(O)C=C2,2-Amino-1H-benzimidazol-5-ol
DB03724,[H][C@](C)(O)[C@]([H])(N)C1=NC=CS1,"(1s,2s)-1-Amino-1-(1,3-Thiazol-2-Yl)Propan-2-Ol"
DB03725,NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)CP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1,5'-Guanylylmethylenebisphosphonate
DB03726,[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C=NC3=CN=CN=C23)[C@]([H])(O)[C@]1([H])O,Purine Riboside-5'-Monophosphate
DB03727,CC1=C(CCC(O)=O)/C2=C/C3=N/C(=C\C4=C(C)C(CCC(O)=O)=C(N4)/C=C4\N=C(\C=C\1/N\2)C(CCC(O)=O)=C4C)/C(CCC(O)=O)=C3C,Coproporphyrin I
DB15713, ,Influenza B virus B/Victoria/705/2018 BVR-11 antigen (propiolactone inactivated)
DB15712, ,Influenza A virus A/Hong Kong/2671/2019 IVR-208 (H3N2) antigen (propiolactone inactivated)
DB15711, ,Influenza A virus A/Victoria/2454/2019 IVR-207 (H1N1) antigen (propiolactone inactivated)
DB15710, ,Influenza A virus A/Hong Kong/2671/2019 NIB-121 (H3N2) antigen (formaldehyde inactivated)
DB15717, ,Theralizumab
DB15716, ,"Influenza B virus B/Washington/02/2019 antigen (UV, formaldehyde inactivated)"
DB15715, ,"Influenza A virus A/Hong Kong/2671/2019 NIB-121 (H3N2) antigen (UV, formaldehyde inactivated)"
DB15714, ,"Influenza A virus A/Guangdong-Maonan/SWL1536/2019 CNIC-1909 (H1N1) antigen (UV, formaldehyde inactivated)"
DB15719, ,Belantamab mafodotin
DB15718, ,Bamlanivimab
DB03731,[H][C@](N)(CSCC[B-](O)(O)O)C(O)=O,S-2-(Boronoethyl)-L-Cysteine
DB03732,[H][C@@]1(O)O[C@]([H])(COP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C3N=CN3C=CN=C43)[C@]([H])(OP(O)(O)=O)[C@]2([H])O)[C@@]([H])(O)[C@@]1([H])O,Etheno-Nadp
DB03733,ClCCCl,Ethylene Dichloride
DB03734,ONC(=O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O,Xylarohydroxamate
DB02403,NC1=CC=CC=C1F,2-Fluoroaniline
DB02402,COC1=CC=C(OC2=CC=CC3=NC(N)=NC(N)=C23)C=C1,"5-(4-Methoxyphenoxy)-2,4-Quinazolinediamine"
DB02401,OC(=O)C1=NON=C1O,"4-Hydroxy-1,2,5-oxadiazole-3-carboxylic acid"
DB02400,COC1=CC(=O)C2=C(C(COC3=CC=C(C=C3)[N+]([O-])=O)=C(C)N2C)C1=O,ES-936
DB03730,CN1C=NC2=C1[N+](C)=CN=C2N,"3,9-Dimethyladenine"
DB02407,NC1=NC(OCC2CCCCC2)=C2N=CNC2=N1,6-O-Cyclohexylmethyl Guanine
DB03739,[H][C@@]1(O)C[C@@](O)(C\C(=N/O)[C@@]1([H])O)C(O)=O,3-Hydroxyimino Quinic Acid
DB02406,CCCCC(O)=O,N-Valeric Acid
DB02405,OC(=O)CCCCCCCCCCCBr,12-Bromododecanoic Acid
DB02404,OCCOCCOCCOCCOCCOCCOCCS,1-Deoxy-1-Thio-Heptaethylene Glycol
DB03735,[H][C@]1(O)C[C@@]([H])(O[C@]1([H])CO)N1C=NC2=C(C)N=CN=C12,9-(2-Deoxy-Beta-D-Ribofuranosyl)-6-Methylpurine
DB03736,[H][C@](C)(CC1CC1)C=O,2-Cyclopropylmethylenepropanal
DB02409,[H][C@@]12CC[C@@](C)(NC1)C2(C)C,"(1r,4s)-2-Azabornane"
DB03737,[H][C@](C)(O)[C@]([H])(N)[C@]([H])(O)C#CC1=C(F)C=CC2=C1\C(=C\C1=C(OC)C=CN1)C(=O)N2,"4-((3r,4s,5r)-4-Amino-3,5-Dihydroxy-Hex-1-Ynyl)-5-Fluoro-3-[1-(3-Methoxy-1h-Pyrrol-2-Yl)-Meth-(Z)-Ylidene]-1,3-Dihydro-Indol-2-One"
DB02408,[H][C@](N)(CCCC)C(O)(O)CNC1CC1,"(3s)-3-Amino-1-(Cyclopropylamino)Heptane-2,2-Diol"
DB03738,[H]N(CCC(=O)N([H])\C=C/S)C(=O)[C@H](O)C(C)(C)CO,Pantothenoylaminoethenethiol
DB15720,[Zn++].[O-]C(=O)C1=CC(=O)NC(=O)N1.[O-]C(=O)C1=CC(=O)NC(=O)N1,Zinc orotate
DB15724, ,Human umbilical cord blood mononuclear cell-conditioned medium
DB15723, ,Umbilical Cord Blood Hematopoietic Stem Cells
DB15722, ,CYNK-001
DB15721, ,Natural Killer Cell
DB15728, ,Allogenic Human Umbilical Derived Mesenchymal Stem Cells in Conditioned Media
DB15727, ,NKG2D-ACE2 CAR-NK Cell
DB15726, ,Human Umbilical Cord Mesenchymal Stem Cells
DB15725, ,IL15-NK Cell
DB15729, ,Adipose-Derived Mesenchymal Stem Cells: Autologous or Allogeneic Origins
DB02410,CC(=O)C1=[N+](CC2=CN=C(C)N=C2N)C(C)=C(CCOP(O)(=O)OP(O)(O)=O)S1,"2-Acetyl-3-[(4-Amino-2-Methyl-5-Pyrimidinyl)Methyl]-4-Methyl-5-(4,6,6-Trihydroxy-3,5-Dioxa-4,6-Diphosphahex-1-Yl)Thiazolium Inner Salt P,P'-Dioxide"
DB03742,[H][C@]1(OC2=C(S[C@]1([H])C1=CC=C(O)C=C1)C=C(O)C=C2)C1=CC=C(OCCN2CCCCC2)C=C1,Compound 4-D
DB03744,[H][C@@](CC1=CC=CC=C1)(NC(=O)C1=CC2=C(N1)C=CC(Cl)=C2)C(=O)N1CC(C1)C(O)=O,"Cp403700, (S)-1-{2-[(5-Chloro-1h-Indole-2-Carbonyl)-Amino]-3-Phenyl-Propionyl}-Azetidine-3-Carboxylate"
DB03745,[H][C@@](O)(CO)[C@]([H])(O)[C@]([H])(O)COP(O)(O)=O,Arabinose-5-phosphate
DB02414,[H][C@@]12CCCN1C(=O)[C@H](CC1=CN=CN1)NC2=O,Cyclo(his-pro)
DB02413,N[C@@H](CSCCO)C(O)=O,Hydroxyethylcysteine
DB02412,C1CCOCC1,Tetrahydropyran
DB03740,CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,N-acetyl-alpha-D-glucosamine
DB02411,CC(C)CCN(C[C@@H](O)[C@@H]1CC2=CC=C(OCCCC(=O)N[C@@H](CC(N)=O)C(=O)N1)C=C2)S(=O)(=O)C1=CC=CC=C1,"2-(11-{2-[Benzenesulfonyl-(3-Methyl-Butyl)-Amino]-1-Hydroxy-Ethyl}-6,9-Dioxo-2-Oxa-7,10-Diaza-Bicyclo[11.2.2]Heptadeca-1(16),13(17),14-Trien-8-Yl)-Acetamide, Inhibitor 2"
DB03741,CC[C@@H](C)C(O)=O,2-Methylbutanoic Acid
DB02418,C[C@@H](O)[C@H](C)O,"(R,R)-2,3-Butanediol"
DB02417,OC1=C(Br)C=C(Br)C=C1Br,"2,4,6-Tribromophenol"
DB02416,[H][C@]1(I)NN(C2=NC=NC(N)=C12)[C@]1([H])O[C@]([H])(CO)[C@@]([H])(O)[C@@]1([H])O,"2-Ribofuranosyl-3-Iodo-2,3-Dihydro-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine"
DB02415,CCCCCCCC[S@@](=O)CCO,N-Octyl-2-Hydroxyethyl Sulfoxide
DB03746,N[C@H]1C=C(C[C@@H](O)[C@@H]1O)C([O-])=O,"3-Amino-4,5-Dihydroxy-Cyclohex-1-Enecarboxylate"
DB03747,[H][C@]12O[C@H](CO)[C@@H](O)[C@H](O)[C@@]1([H])N=C(C)S2,N-Acetyl-glucosamine thiazoline
DB03748,CN([C@H]1CC[C@@H](CC1)C1=CC=C(CN2CCCCC2)C=C1)C(=O)OC1=CC=C(Cl)C=C1,Methyl-[4-(4-Piperidine-1-Ylmethyl-Phenyl)-Cyclohexyl]-Carbaminic Acid-(4-Chlorophenyl)-Ester
DB02419,CCOC(=O)C(=O)N1CCCCC1,Ethyl Oxo(Piperidin-1-Yl)Acetate
DB03749,CCC1=C(O)C=C(O)C(=C1)C1=NNC=C1C1=CNC=N1,"4-(1h-Imidazol-4-Yl)-3-(5-Ethyl-2,4-Dihydroxy-Phenyl)-1h-Pyrazole"
DB15731, ,Allogenic Donor CD362-enriched Human Umbilical Cord-derived Mesenchymal Stem Cells
DB14400, ,"Influenza B virus B/Massachusetts/2/2012 hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)"
DB15730, ,Placental Mesenchymal Stem Cells
DB14403, ,Influenza B virus B/Phuket/3073/2013 hemagglutinin antigen (propiolactone inactivated)
DB15735, ,Virus Specific T-Cell
DB14404, ,Influenza A virus A/California/7/2009 X-181 (H1N1) hemagglutinin antigen (formaldehyde inactivated)
DB15734, ,Human Embryonic Stem Cell-derived M Cell
DB14401, ,Influenza B virus B/Massachusetts/2/2012 BX-51B hemagglutinin antigen (propiolactone inactivated)
DB15733, ,Lactobacillus Coryniformis K8
DB14402, ,Influenza A virus A/Switzerland/9715293/2013 NIB-88 (H3N2) hemagglutinin antigen (propiolactone inactivated)
DB15732, ,FT516
DB14407, ,Influenza B virus B/Phuket/3073/2013 hemagglutinin antigen (formaldehyde inactivated)
DB15739, ,Mesenchymoangioblast-derived mesenchymal stem cells
DB14408, ,Influenza A virus A/South Australia/55/2014 IVR-175 (H3N2) hemagglutinin antigen (propiolactone inactivated)
DB15738, ,Human Menstrual Blood-derived Stem Cells
DB14405, ,Influenza A virus A/Switzerland/9715293/2013 NIB-88 (H3N2) hemagglutinin antigen (formaldehyde inactivated)
DB15737, ,Dental Mesenchymal Pulp Stem Cells
DB14406, ,Influenza B virus B/Brisbane/9/2014 hemagglutinin antigen (formaldehyde inactivated)
DB15736, ,Recombinant Human Angiotensin-Converting Enzyme 2
DB14409, ,Human adenovirus e serotype 4 strain cl-68578 antigen
DB02421,[H]N1C(=O)C=CN([C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C1=O,Uridine-5'-diphosphate-mannose
DB03753,COC(=O)[C@@H](C)C1=CC=C(C(F)=C1)C1=CC=CC=C1,Flurbiprofen Methyl Ester
DB02420,NCC1=CC=C(NC(=O)C(O)=O)C=C1,"[[4-(Aminomethyl)Phenyl]Amino]Oxo-Acetic Acid,"
DB03754,NC(CO)(CO)CO,Tromethamine
DB03755,[H][C@]1(COP(O)(=O)OP(O)(=O)CP(O)(=O)OP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,"Adenosine-5'-[Beta, Gamma-Methylene]Tetraphosphate"
DB03756,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O,Doconexent
DB02425,CCCCCCCCCCCCCCCOC(=O)CCCCCCC,Hexadecyl Octanoate
DB02424,CO[C@H]1C[C@H](C)CC2=C(OC)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O,Geldanamycin
DB03750,CC(C)CC(O)=O,Isovaleric Acid
DB02423,OP(O)(=O)OP(O)([O-])=S,Thiopyrophosphate
DB03751,CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)C(=O)NC1=O,2'deoxy-Thymidine-5'-Diphospho-Alpha-D-Glucose
DB02422,[H][C@]1(CO)O[C@]([H])(OC)[C@@]([H])(S[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@]2([H])O)[C@@]([H])(O)[C@]1([H])O,Methyl-2-S-(Alpha-D-Mannopyranosyl)-2-Thio-Alpha-D-Mannopyranoside
DB03752,[H][C@@](C)(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=C(I)S1,P-(2'-Iodo-5'-Thenoyl)Hydrotropic Acid
DB02429,NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=CC=C(F)C=C1,4-(Aminosulfonyl)-N-[(4-Fluorophenyl)Methyl]-Benzamide
DB02428,OC(=O)C1=NC2=C(C=CC=C2)C=C1,Quinaldic Acid
DB02427,COC1=CC(CN(C)C2=CC=C3N=C(N)N=C(N)C3=C2)=C(OC)C=C1,"2,4-Diamino-6-[N-(2',5'-Dimethoxybenzyl)-N-Methylamino]Quinazoline"
DB02426,CC(C)CC(=O)O[C@H]1[C@@H](O[C@@H]2C[C@]3(C)[C@H]4CC[C@@H]5C[C@@]4(CC[C@H]3C(C2)(C(O)=O)C(O)=O)[C@@H](O)C5=C)O[C@@H](COO)[C@H](OS(O)(=O)=O)[C@@H]1OS(O)(=O)=O,Carboxyatractyloside
DB03757,[H]N([H])C(=O)[C@H](C)N([H])C(=O)[C@H](C)N([H])C(=O)OC(C)(C)C,N-{[(2-Methyl-2-propanyl)oxy]carbonyl}-L-alanyl-L-alaninamide
DB03758,C[C@@H]1C[C@H]2O[C@@H]2\C=C/C=C/C(=O)CC2=C(Cl)C(O)=CC(O)=C2C(=O)O1,Radicicol
DB03759,[O-][N+](=O)C1=C(C=C2NC(=O)C(=O)NC2=C1)[N+]([O-])=O,FG-9041
DB13167,OC(=O)CC1=CC(Cl)=C(OCC=C)C=C1,Alclofenac
DB14498,[K+].CC([O-])=O,Potassium acetate
DB13168, ,Omega-6 fatty acids
DB14499,[K+].[K+].[O-]S([O-])(=O)=O,Potassium sulfate
DB13165,C[C@H]1CNCCCN1S(=O)(=O)C1=C2C(F)=CN=CC2=CC=C1,Ripasudil
DB14496,[Na+].[Na+].[O-][Mo]([O-])(=O)=O,Sodium molybdate
DB13166,C[C@H](CSC(=O)C1=CC=CC=C1)C(=O)N1C[C@H](C[C@H]1C(O)=O)SC1=CC=CC=C1,Zofenopril
DB14497,[OH-].[OH-].[OH-].[Mg++].[Cl-].[K++].[K++].[Ca++].[O-]C([O-])=O,Calcium magnesium potassium carbonate chloride hydroxide
DB13169,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],Nandrolone
DB01181,ClCCNP1(=O)OCCCN1CCCl,Ifosfamide
DB01180,[H][C@]12C[C@@H](OC(=O)C=CC3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2,Rescinnamine
DB01185,[H][C@@]12CC[C@](C)(O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C,Fluoxymesterone
DB01184,ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=CC=CC=C34)CC1)C(=O)N2,Domperidone
DB01183,OC1=CC=C2C[C@H]3N(CC=C)CC[C@@]45[C@@H](OC1=C24)C(=O)CC[C@@]35O,Naloxone
DB01182,CCCNCC(O)COC1=C(C=CC=C1)C(=O)CCC1=CC=CC=C1,Propafenone
DB01189,FC(F)OC(F)C(F)(F)F,Desflurane
DB01188,CC1=CC(=O)N(O)C(=C1)C1CCCCC1,Ciclopirox
DB01187,CCOC(=O)CCCCCCCCC(C)C1=CC=CC=C1I,Iophendylate
DB01186,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@@H](CSC)CN2CCC,Pergolide
DB14490,[Fe++].[H][C@](O)(CO)[C@@]1([H])OC(=O)C(O)=C1O.[H][C@](O)(CO)[C@@]1([H])OC(=O)C([O-])=C1[O-],Ferrous ascorbate
DB13160,CCC(=O)O[C@]1(CCN(C)C[C@H]1C)C1=CC=CC=C1,Alphaprodine
DB14491,[Fe++].[H]\C(=C(\[H])C([O-])=O)C([O-])=O,Ferrous fumarate
DB13163,O.CC(C)(O)[C@H]1CC[C@@](C)(O)CC1,Terpin hydrate
DB14494,[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Zn++].[Zn++].[Zn++].[Zn++].[Zn++].[O-]C([O-])=O.[O-]C([O-])=O,Zinc carbonate
DB13164,CN1CCN(CC1)C1=CC=C(NC2=NC(OC3=CC=CC(NC(=O)C=C)=C3)=C3SC=CC3=N2)C=C1,Olmutinib
DB14495,[Mn++].[Mn++].[Mn++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,Manganese citrate
DB13161, ,Nusinersen
DB14492,[K+].I[I-]I,Potassium triiodide
DB14493,[Zn++].[H]N([H])CC([O-])=O.[H]N([H])CC([O-])=O,Zinc glycinate
DB13178,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O,Inositol
DB13179,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(C)=O)N(C)C)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,Troleandomycin
DB13177,CC1=CC(=O)OC2=CC(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=CC=C12,4-methylumbelliferyl beta-D-glucoside
DB01192,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CCC2=O,Oxymorphone
DB01191,CCN[C@@H](C)CC1=CC=CC(=C1)C(F)(F)F,Dexfenfluramine
DB01190,[H][C@@](NC(=O)[C@@H]1C[C@@H](CCC)CN1C)([C@H](C)Cl)[C@@]1([H])O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,Clindamycin
DB01196,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OC(=O)N(CCCl)CCCl)C=C3CC[C@@]21[H],Estramustine
DB01195,FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1,Flecainide
DB01194,CCN[C@H]1CN(CCCOC)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,Brinzolamide
DB01193,CCCC(=O)NC1=CC=C(OCC(O)CNC(C)C)C(=C1)C(C)=O,Acebutolol
DB01199,[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CCN1C)C2=C6)=C(O)C=C5)=CC(OC)=C4O)C=C3,Tubocurarine
DB01198,CN1CCN(CC1)C(=O)OC1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,Zopiclone
DB01197,C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O,Captopril
DB13170,[H][C@@]12CSSC[C@H](NC(=O)CNC(=O)[C@@]([H])(NC(=O)[C@]([H])(CSSC[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N1)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC2=O)C(C)C)C(C)C)[C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(O)=O,Plecanatide
DB13171,[H]\C(CCCCCCCC)=C(/[H])CCCCCCCC(=O)OCC(O)CO,Glyceryl 1-oleate
DB13174,OC(=O)C1=CC2=C(C(O)=C1)C(=O)C1=C(C=CC=C1O)C2=O,Rhein
DB13175,OC(=O)C1=CC(O)=C2C(CC3=C(C(O)=CC=C3)C2=O)=C1,Rheinanthrone
DB13172, ,Tunicamycin
DB13173, ,Cerliponase alfa
DB13189, ,Calcitonin porcine
DB13181,CC[N+](C)(CC)CCOC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,Methylbenactyzium
DB13182,OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,Daidzein
DB13180,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O,Gluconic Acid
DB13185,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=C(O)C(=O)CC[C@]4([H])[C@@]3([H])CC[C@]12C)OC(=O)CCC1CCCC1,Oxabolone cipionate
